train_loss_step,grad_norm_step,epoch,step,val_loss_step,val_loss_epoch,train_loss_epoch,grad_norm_epoch
0.8022783398628235,0.28538990020751953,0,9,,,,
0.7999786734580994,0.27419257164001465,0,19,,,,
0.7942938804626465,0.27858608961105347,0,29,,,,
0.7913063764572144,0.25050094723701477,0,39,,,,
0.7671464085578918,0.6323798298835754,0,49,,,,
0.6840976476669312,1.3320236206054688,0,59,,,,
0.457191526889801,3.0495150089263916,0,69,,,,
0.2906070649623871,0.9475130438804626,0,79,,,,
0.3159152567386627,0.9381738901138306,0,89,,,,
0.19243688881397247,4.235542297363281,0,99,,,,
0.17709487676620483,2.6567046642303467,0,109,,,,
0.16166649758815765,2.8300251960754395,0,119,,,,
0.14584802091121674,5.718872547149658,0,129,,,,
0.15763461589813232,0.5830802321434021,0,139,,,,
0.1252281665802002,2.7197110652923584,0,149,,,,
0.12986816465854645,4.595169544219971,0,159,,,,
0.09166929870843887,4.435408115386963,0,169,,,,
0.10705097764730453,2.029083728790283,0,179,,,,
0.15553711354732513,2.4691081047058105,0,189,,,,
0.12561553716659546,0.6930643320083618,0,199,,,,
0.09570936113595963,10.156774520874023,0,209,,,,
0.12561219930648804,10.342388153076172,0,219,,,,
0.13146740198135376,3.4495275020599365,0,229,,,,
0.12660643458366394,1.10767662525177,0,239,,,,
0.15889772772789001,1.0878875255584717,0,249,,,,
0.08657225966453552,0.7539071440696716,0,259,,,,
0.1123497411608696,6.5556769371032715,0,269,,,,
0.10364619642496109,15.686505317687988,0,279,,,,
0.15422867238521576,10.18465518951416,0,289,,,,
0.10758418589830399,4.999048233032227,0,299,,,,
0.08744142204523087,4.432018280029297,0,309,,,,
0.10886850208044052,9.35662841796875,0,319,,,,
0.11293047666549683,6.69779634475708,0,329,,,,
0.08500546216964722,9.935595512390137,0,339,,,,
0.09172052890062332,7.6640238761901855,0,349,,,,
0.12770824134349823,1.6115338802337646,0,359,,,,
0.12420099228620529,3.497223138809204,0,369,,,,
0.1057773232460022,1.4749565124511719,0,379,,,,
0.12789566814899445,5.179252624511719,0,389,,,,
0.08545293658971786,6.895873069763184,0,399,,,,
0.07751967012882233,7.223262786865234,0,409,,,,
0.1128578782081604,2.1647956371307373,0,419,,,,
0.07831722497940063,8.767601013183594,0,429,,,,
0.10960369557142258,2.40337872505188,0,439,,,,
0.11761902272701263,19.792768478393555,0,449,,,,
0.09845515340566635,6.558158874511719,0,459,,,,
0.08172915875911713,11.195420265197754,0,469,,,,
0.09870538115501404,17.3359375,0,479,,,,
0.12177308648824692,6.38638973236084,0,489,,,,
0.0836491510272026,7.066171646118164,0,499,,,,
0.12740162014961243,8.88010025024414,0,509,,,,
0.1434134989976883,8.079350471496582,0,519,,,,
0.09323547035455704,4.565642356872559,0,529,,,,
0.17328661680221558,14.253949165344238,0,539,,,,
0.09536687284708023,12.536613464355469,0,549,,,,
0.08884772658348083,2.6992526054382324,0,559,,,,
0.08724626153707504,5.75062894821167,0,569,,,,
0.13813479244709015,1.3404760360717773,0,579,,,,
0.10433507710695267,2.6769561767578125,0,589,,,,
0.09310852736234665,4.703134536743164,0,599,,,,
0.08375518769025803,9.218639373779297,0,609,,,,
0.05993808060884476,2.714153289794922,0,619,,,,
0.10471263527870178,5.9613728523254395,0,629,,,,
0.07203935831785202,3.0338521003723145,0,639,,,,
0.09804296493530273,5.567633152008057,0,649,,,,
0.10558290779590607,3.8042171001434326,0,659,,,,
0.0902547836303711,2.5347421169281006,0,669,,,,
0.13290148973464966,8.350872993469238,0,679,,,,
0.08122096955776215,7.460102081298828,0,689,,,,
0.14095157384872437,0.7597776055335999,0,699,,,,
0.08923376351594925,13.152454376220703,0,709,,,,
0.07697754353284836,3.1116578578948975,0,719,,,,
0.07560481876134872,2.130582094192505,0,729,,,,
0.08843997120857239,0.6396570205688477,0,739,,,,
0.05581740289926529,7.083382606506348,0,749,,,,
0.08580751717090607,1.7805237770080566,0,759,,,,
0.09409061074256897,3.5054080486297607,0,769,,,,
0.07113894075155258,0.5463375449180603,0,779,,,,
0.07651034742593765,3.6870508193969727,0,789,,,,
0.08128201216459274,1.2787292003631592,0,799,,,,
0.08973601460456848,3.8323299884796143,0,809,,,,
0.12545201182365417,0.8460371494293213,0,819,,,,
0.09309311211109161,1.5428123474121094,0,829,,,,
0.10137142986059189,1.5577616691589355,0,839,,,,
0.10734517127275467,3.069706678390503,0,849,,,,
0.06552091240882874,2.2245137691497803,0,859,,,,
0.05410001054406166,1.8998470306396484,0,869,,,,
0.0687098577618599,1.4700934886932373,0,879,,,,
0.10274839401245117,3.968266248703003,0,889,,,,
